SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 09-Apr-2019,38.55,38.35,38.85,38,38.5,38.45,38.32,11264,4.32,318,4403,39.09
21STCENMGM, EQ, 09-Apr-2019,21.5,21.9,21.9,21.9,21.9,21.9,21.9,1185,0.26,12,1185,100
3IINFOTECH, EQ, 09-Apr-2019,3.8,3.85,3.85,3.75,3.75,3.8,3.78,565547,21.39,342,325232,57.51
3MINDIA, EQ, 09-Apr-2019,23877.4,23996.9,23996.9,23140.05,23351,23359.1,23498.02,1936,454.92,1114,1251,64.62
3PLAND, EQ, 09-Apr-2019,11.25,11.45,11.45,10.2,10.75,10.75,11.1,1409,0.16,21,1017,72.18
5PAISA, EQ, 09-Apr-2019,235.1,235,239.9,235,238,238.15,236.94,3781,8.96,229,2441,64.56
63MOONS, EQ, 09-Apr-2019,79.45,79.6,82.4,79.6,80.85,81.2,81.1,119140,96.63,2048,46533,39.06
8KMILES, EQ, 09-Apr-2019,102.35,102.6,103.45,101,101.55,101.65,101.99,105363,107.45,1329,40783,38.71
A2ZINFRA, EQ, 09-Apr-2019,18.75,18.75,19.15,18.5,19,19,18.86,273637,51.61,737,196891,71.95
AAKASH, SM, 09-Apr-2019,20.5,21.5,21.5,21.5,21.5,21.5,21.5,2000,0.43,1,2000,100
AARON, SM, 09-Apr-2019,47,46,46,46,46,46,46,3000,1.38,1,3000,100
AARTIDRUGS, EQ, 09-Apr-2019,628.7,630,639.9,624.9,637,634.6,635.1,8602,54.63,459,5056,58.78
AARTIIND, EQ, 09-Apr-2019,1649.9,1650.2,1650.2,1619.95,1636,1637.05,1628.93,45549,741.96,6124,21263,46.68
AARVEEDEN, EQ, 09-Apr-2019,23.2,23.6,23.6,22.5,23.3,23.3,23.01,2449,0.56,82,1670,68.19
AARVI, SM, 09-Apr-2019,42.8,41.25,41.25,40.7,40.7,40.75,40.83,20000,8.17,9,18000,90
AAVAS, EQ, 09-Apr-2019,1137.15,1145.95,1170.7,1122.2,1133,1136.3,1149.45,13455,154.66,1381,5673,42.16
ABAN, BE, 09-Apr-2019,58.55,59.45,59.8,58,58.65,58.75,59.09,54362,32.12,745, -, -
ABB, EQ, 09-Apr-2019,1396,1391.2,1416,1379.35,1415,1408.35,1400.37,92415,1294.15,7265,24204,26.19
ABBOTINDIA, EQ, 09-Apr-2019,7315.15,7313,7379,7300,7312,7332.3,7339.45,1381,101.36,388,788,57.06
ABCAPITAL, EQ, 09-Apr-2019,97.85,97.95,98.7,96.5,97.05,97,97.29,2111427,2054.26,17764,1004081,47.55
ABFRL, EQ, 09-Apr-2019,215.95,215,220,210,218.6,218.15,214.14,328800,704.08,9358,117143,35.63
ABGSHIP, BZ, 09-Apr-2019,1.6,1.6,1.65,1.55,1.55,1.55,1.56,12554,0.2,51, -, -
ABSLFTSLRG, MF, 09-Apr-2019,10,10,10,10,10,10,10,27450,2.75,4,27450,100
ABSLRIF6RG, MF, 09-Apr-2019,7.99,7.85,7.85,7.6,7.6,7.6,7.77,1500,0.12,2,1500,100
ACC, EQ, 09-Apr-2019,1640.4,1639,1658.45,1620,1651,1654.3,1638.52,592582,9709.57,22253,82565,13.93
ACCELYA, EQ, 09-Apr-2019,934.55,935,940,927.85,940,938.45,935.19,1505,14.07,349,756,50.23
ACCORD, SM, 09-Apr-2019,27.4,29,29,29,29,29,29,2000,0.58,1,2000,100
ACCURACY, SM, 09-Apr-2019,86.35,84.5,85,84.5,85,85,84.75,3200,2.71,2,3200,100
ACE, EQ, 09-Apr-2019,110.35,110.1,110.5,107.15,107.9,108,108.05,242277,261.79,10895,114170,47.12
ADANIENT, EQ, 09-Apr-2019,141.95,142.3,147,137.45,145.3,146,142.8,8432342,12041.69,51465,1671203,19.82
ADANIGAS, EQ, 09-Apr-2019,133.05,133.2,133.45,129.3,131,131.3,131.39,308999,406,3795,88890,28.77
ADANIGREEN, EQ, 09-Apr-2019,36.25,36.5,37.25,36,36.75,37,36.76,434729,159.8,1409,238088,54.77
ADANIPORTS, EQ, 09-Apr-2019,379.9,379.75,381.6,373,380.85,380.7,377.16,1542463,5817.63,37224,427089,27.69
ADANIPOWER, EQ, 09-Apr-2019,50.2,50.4,50.6,49.3,50.2,50.15,49.91,7507082,3746.76,15693,992889,13.23
ADANITRANS, EQ, 09-Apr-2019,218.9,219.55,226,217.5,222,222.85,221.78,160069,355,4941,50613,31.62
ADFFOODS, EQ, 09-Apr-2019,244.55,243.45,245.45,242,244,244.5,243.79,19576,47.72,405,15265,77.98
ADHUNIK, BE, 09-Apr-2019,3.3,3.15,3.15,3.15,3.15,3.15,3.15,48166,1.52,45, -, -
ADHUNIKIND, EQ, 09-Apr-2019,56.55,57.6,57.6,55.9,56.4,56.8,56.34,14147,7.97,80,12053,85.2
ADLABS, EQ, 09-Apr-2019,9,9.1,9.45,8.15,9.3,9.3,9.13,946355,86.42,1351,442566,46.77
ADORWELD, EQ, 09-Apr-2019,343.65,343.8,348,338.95,341.1,341.6,342.18,6877,23.53,221,5070,73.72
ADROITINFO, BE, 09-Apr-2019,17.55,17.55,17.55,17.5,17.5,17.5,17.5,110,0.02,2, -, -
ADSL, EQ, 09-Apr-2019,13.35,13.25,13.6,13.1,13.6,13.5,13.44,5650,0.76,31,4477,79.24
ADVANIHOTR, EQ, 09-Apr-2019,66.85,66.8,69.1,66.8,68.2,68.25,68.17,8004,5.46,101,7205,90.02
ADVENZYMES, EQ, 09-Apr-2019,195.1,195.15,197,191,192.95,193,193.59,183317,354.89,3013,67178,36.65
AEGISCHEM, EQ, 09-Apr-2019,206,207.6,217,205.6,211.9,211.75,212.38,255709,543.09,7489,103662,40.54
AGARIND, EQ, 09-Apr-2019,158,156.05,157,152.3,157,155.95,155.41,1649,2.56,46,1355,82.17
AGCNET, EQ, 09-Apr-2019,118.85,116,121.2,116,117,117,117.24,1200,1.41,36,1041,86.75
AGLSL, EQ, 09-Apr-2019,58.95,58.05,59.05,58,58.25,58.25,58.84,1401,0.82,87,1185,84.58
AGRITECH, EQ, 09-Apr-2019,66.9,64,65.4,61.55,63.75,63.6,63.33,46244,29.29,684,27027,58.44
AGROPHOS, BE, 09-Apr-2019,71.95,71,71,68.6,70.5,70.5,70.69,242,0.17,11, -, -
AHLADA, SM, 09-Apr-2019,85.35,85.4,85.4,85.4,85.4,85.4,85.4,1000,0.85,1,1000,100
AHLEAST, EQ, 09-Apr-2019,237.5,240,240,236.2,239.75,238.4,237.8,145,0.34,16,69,47.59
AHLUCONT, EQ, 09-Apr-2019,334.75,336.1,346.55,335,335,335.45,339.98,4857,16.51,407,3378,69.55
AHLWEST, EQ, 09-Apr-2019,360,349.25,359,349.25,351,351.25,353.73,463,1.64,9,50,10.8
AIAENG, EQ, 09-Apr-2019,1697.3,1712,1798.45,1701.05,1780,1772.4,1736.76,58780,1020.87,4650,32055,54.53
AIFL, BE, 09-Apr-2019,12.05,11.8,12.3,11.75,11.75,11.75,11.83,9603,1.14,68, -, -
AIONJSW, EQ, 09-Apr-2019,28.5,28.3,29.15,28.3,28.9,28.9,28.94,183331,53.05,275,174447,95.15
AIRAN, SM, 09-Apr-2019,61,62.3,62.3,60.15,60.15,60.15,61.58,7500,4.62,3,7500,100
AIROLAM, SM, 09-Apr-2019,29.75,33,33,27.55,31.95,31.95,30.83,9000,2.78,3,6000,66.67
AISL, SM, 09-Apr-2019,69,70.4,70.4,66.55,66.55,68.45,68.48,2400,1.64,2,0,0
AJANTPHARM, EQ, 09-Apr-2019,1019.05,1020.05,1025.9,1008,1017.5,1021.2,1018.17,119349,1215.18,4761,24436,20.47
AJMERA, EQ, 09-Apr-2019,190.3,189.95,192.8,185.75,190.4,190.15,189.39,49528,93.8,1752,12142,24.52
AKSHARCHEM, EQ, 09-Apr-2019,336,339.3,339.75,325.05,329,327.45,328.3,2398,7.87,231,1589,66.26
AKSHOPTFBR, EQ, 09-Apr-2019,18.5,18.45,18.55,18.3,18.4,18.4,18.4,316032,58.16,940,210173,66.5
AKZOINDIA, EQ, 09-Apr-2019,1826.8,1824.95,1824.95,1786.1,1788,1796.85,1803.38,6004,108.27,1841,3422,57
ALANKIT, EQ, 09-Apr-2019,31.15,31.15,31.4,30.5,31.25,31.1,30.87,662750,204.56,6057,144133,21.75
ALBERTDAVD, EQ, 09-Apr-2019,408.8,412.95,415.2,404.05,407.8,407.9,407.47,3605,14.69,160,3048,84.55
ALBK, EQ, 09-Apr-2019,52.3,52.5,53.6,51.35,53.35,53.25,52.42,6719560,3522.53,14032,740245,11.02
ALCHEM, BE, 09-Apr-2019,1.95,1.95,2,1.9,2,1.95,1.96,1895,0.04,22, -, -
ALEMBICLTD, EQ, 09-Apr-2019,42.45,42.75,44,42.05,43.15,43,43.03,299766,128.99,1406,185461,61.87
ALICON, EQ, 09-Apr-2019,591.15,591.05,596.25,575.2,594.9,590.85,587.43,606,3.56,259,264,43.56
ALKALI, EQ, 09-Apr-2019,44.05,44.2,45.2,41.6,44,43.2,43.46,9434,4.1,214,5015,53.16
ALKEM, EQ, 09-Apr-2019,1743.65,1750,1768.85,1720,1733.9,1734.5,1741.79,84798,1477,8393,29908,35.27
ALKYLAMINE, EQ, 09-Apr-2019,834.5,839.95,840,829.45,839.7,835.9,835.95,1880,15.72,112,1605,85.37
ALLCARGO, EQ, 09-Apr-2019,109.65,109.55,112.9,109.1,111.7,111.65,111.38,289990,323,3696,120462,41.54
ALLSEC, BE, 09-Apr-2019,291.15,285.1,295,285.1,285.6,285.6,291.16,6812,19.83,49, -, -
ALMONDZ, EQ, 09-Apr-2019,22.45,22.45,22.45,21.5,22.25,22.15,21.95,2883,0.63,30,2187,75.86
ALOKTEXT, BE, 09-Apr-2019,4.6,4.6,4.6,4.4,4.4,4.4,4.42,2020249,89.27,1492, -, -
ALPA, EQ, 09-Apr-2019,26.55,26.55,27.25,26.55,26.75,26.75,26.9,13197,3.55,129,7795,59.07
ALPHAGEO, EQ, 09-Apr-2019,484,490.5,500,482.75,485.1,487.1,491.62,6047,29.73,653,2317,38.32
ALPSINDUS, BE, 09-Apr-2019,2.45,2.45,2.45,2.35,2.35,2.35,2.35,110,0,5, -, -
AMARAJABAT, EQ, 09-Apr-2019,679.85,677.2,683.5,673,675,675.4,677.55,403462,2733.66,11280,85412,21.17
AMBER, EQ, 09-Apr-2019,835.35,839.5,843.95,825.25,828.75,828.25,836.18,11675,97.62,764,6712,57.49
AMBIKCO, EQ, 09-Apr-2019,1126.9,1128.5,1130,1125.7,1129.95,1128.25,1128.35,995,11.23,119,740,74.37
AMBUJACEM, EQ, 09-Apr-2019,225.6,225.6,227.95,221.8,226.55,227.15,224.6,2110961,4741.32,57592,706148,33.45
AMDIND, EQ, 09-Apr-2019,21.65,21.45,21.75,20.85,21.65,21.65,21.43,2909,0.62,37,1361,46.79
AMJLAND, EQ, 09-Apr-2019,19.45,19.4,19.65,19,19.65,19.65,19.2,3425,0.66,42,2300,67.15
AMRUTANJAN, EQ, 09-Apr-2019,309.2,309.05,312.3,305,308.6,310.55,309.29,12320,38.1,670,5271,42.78
ANANTRAJ, EQ, 09-Apr-2019,33.45,33.8,33.85,32.9,33.5,33.5,33.49,313024,104.82,933,78654,25.13
ANDHRABANK, EQ, 09-Apr-2019,29.8,29.8,29.85,29.05,29.55,29.55,29.39,1412544,415.1,4849,437144,30.95
ANDHRACEMT, BE, 09-Apr-2019,4.8,4.75,4.8,4.6,4.6,4.6,4.64,119174,5.52,185, -, -
ANDHRSUGAR, EQ, 09-Apr-2019,353.65,353.65,356.3,352,356.25,355.1,353.92,6969,24.66,281,3554,51
ANGIND, BZ, 09-Apr-2019,0.85,0.9,0.9,0.85,0.85,0.85,0.86,1800,0.02,8, -, -
ANIKINDS, EQ, 09-Apr-2019,14.9,14.95,15.1,14.75,15,15,14.91,893,0.13,16,728,81.52
ANKITMETAL, BE, 09-Apr-2019,0.5,0.5,0.55,0.45,0.55,0.5,0.51,129747,0.67,74, -, -
ANSALAPI, EQ, 09-Apr-2019,11.2,11.15,11.3,11.1,11.2,11.2,11.19,40207,4.5,130,24907,61.95
ANSALHSG, EQ, 09-Apr-2019,12.8,12.25,12.95,12.25,12.5,12.45,12.6,26167,3.3,248,10435,39.88
ANTGRAPHIC, BE, 09-Apr-2019,0.55,0.5,0.55,0.5,0.55,0.55,0.53,1621,0.01,8, -, -
ANUP, EQ, 09-Apr-2019,520.8,524.95,524.95,512,512,515.1,518.31,28428,147.35,812,21119,74.29
APARINDS, EQ, 09-Apr-2019,682.35,677.85,684.75,671.5,672.35,677.05,677.25,1567,10.61,214,955,60.94
APCL, EQ, 09-Apr-2019,131.05,129.1,133,123.95,129.85,130.1,127.84,7343,9.39,128,6140,83.62
APCOTEXIND, EQ, 09-Apr-2019,542,547.5,547.5,533.9,537,536.4,536.57,4202,22.55,300,3044,72.44
APEX, EQ, 09-Apr-2019,333.15,334,338.3,329.1,334,333.7,333.03,42628,141.96,1825,13554,31.8
APLAPOLLO, EQ, 09-Apr-2019,1475.75,1505.3,1505.3,1431.5,1500,1498.05,1465.82,10416,152.68,911,5243,50.34
APLLTD, EQ, 09-Apr-2019,537.45,539.45,543.3,531.5,537,539.3,538.42,8730,47,1723,5096,58.37
APOLLO, EQ, 09-Apr-2019,132.35,132,132.35,127.3,128.6,128.85,129.07,37501,48.4,870,20438,54.5
APOLLOHOSP, EQ, 09-Apr-2019,1237.1,1242,1263,1226.1,1253.9,1259.55,1241.21,452314,5614.14,17467,249723,55.21
APOLLOTYRE, EQ, 09-Apr-2019,220.1,219,219,214.25,216.55,216,215.91,2335176,5041.96,32621,706636,30.26
APOLSINHOT, EQ, 09-Apr-2019,867.95,889.95,889.95,848,848,851.7,854.07,956,8.16,77,636,66.53
APTECHT, EQ, 09-Apr-2019,178.85,179.55,181,173.95,177.45,177.45,177.53,209682,372.25,3964,46165,22.02
ARCHIDPLY, EQ, 09-Apr-2019,39.6,40,40.5,39,39.25,39.25,39.27,12022,4.72,180,7306,60.77
ARCHIES, EQ, 09-Apr-2019,24.6,24.7,24.7,24.1,24.35,24.25,24.31,10821,2.63,215,7124,65.83
ARCOTECH, BE, 09-Apr-2019,5.65,5.5,5.7,5.45,5.5,5.5,5.56,28814,1.6,99, -, -
ARIES, EQ, 09-Apr-2019,87.45,87.45,87.9,86,86.6,86.9,87.1,20835,18.15,280,14398,69.1
ARIHANT, EQ, 09-Apr-2019,28.3,30,30,27.2,28.1,28.1,27.79,1054,0.29,15,520,49.34
ARIHANTSUP, BE, 09-Apr-2019,57.5,57,58,55.65,57.35,56.95,57.36,6824,3.91,41, -, -
ARMANFIN, EQ, 09-Apr-2019,369.3,373,373,366.1,370,369.95,370.14,5453,20.18,107,3325,60.98
AROGRANITE, EQ, 09-Apr-2019,49.9,49.8,50,48.75,49.3,49.4,49.58,2637,1.31,57,1995,75.65
ARROWGREEN, EQ, 09-Apr-2019,79.4,82,82,76.3,77,76.9,77.79,3758,2.92,136,3123,83.1
ARROWTEX, EQ, 09-Apr-2019,17.75,18.1,18.1,17.1,17.1,17.2,17.26,6051,1.04,109,4941,81.66
ARSHIYA, EQ, 09-Apr-2019,35.9,36.4,36.45,34.1,34.65,34.4,34.82,89343,31.11,592,70415,78.81
ARSSINFRA, EQ, 09-Apr-2019,51.55,53.8,56.7,51.9,55,55,55.14,153634,84.71,1467,88753,57.77
ARTEDZ, ST, 09-Apr-2019,39.65,40.6,40.8,40.6,40.8,40.8,40.73,9000,3.67,3, -, -
ARVIND, EQ, 09-Apr-2019,87.85,88.2,88.85,86.4,88.6,88.25,87.56,2494666,2184.22,12422,616714,24.72
ARVINDFASN, EQ, 09-Apr-2019,968.75,964.5,974,960,965,968.55,965.73,52927,511.13,2213,30874,58.33
ARVSMART, EQ, 09-Apr-2019,132.9,132.05,132.95,129.6,129.6,129.85,130.33,14857,19.36,479,8852,59.58
ASAHIINDIA, EQ, 09-Apr-2019,240.6,241,255,241,252,251.4,247.07,47527,117.43,925,35382,74.45
ASAHISONG, EQ, 09-Apr-2019,163.1,163.1,164,160,163.95,162.95,162.03,4440,7.19,112,3216,72.43
ASAL, EQ, 09-Apr-2019,54.35,56.2,56.2,54.5,55.3,54.8,55,2853,1.57,49,1876,65.76
ASHAPURMIN, BE, 09-Apr-2019,28.45,28.05,28.45,28,28,28,28.09,10337,2.9,41, -, -
ASHIANA, EQ, 09-Apr-2019,119.9,119.65,121,118.5,121,120.2,119.57,29312,35.05,241,27062,92.32
ASHIMASYN, EQ, 09-Apr-2019,12.4,12.15,12.25,12,12.2,12.15,12.11,20124,2.44,72,13614,67.65
ASHOKA, EQ, 09-Apr-2019,132.85,132.8,133.6,130,131.15,131.4,131.61,91506,120.43,1617,38071,41.6
ASHOKLEY, EQ, 09-Apr-2019,87.25,87.3,92.8,86.2,92.05,91.7,89.62,41766873,37432.37,116729,11355200,27.19
ASIANHOTNR, EQ, 09-Apr-2019,134,134.05,137.9,131.55,134.85,134.6,134.15,232,0.31,31,127,54.74
ASIANPAINT, EQ, 09-Apr-2019,1496.35,1464.7,1474.9,1437.2,1449.8,1444.85,1452.26,2642226,38372.01,113505,671711,25.42
ASIANTILES, EQ, 09-Apr-2019,229.95,229,231.95,222.35,223.6,225.2,227.32,41308,93.9,1108,29326,70.99
ASPINWALL, EQ, 09-Apr-2019,169.65,166.05,169.65,164.95,167.3,168.25,165.15,1875,3.1,28,1800,96
ASSAMCO, BE, 09-Apr-2019,2.15,2.25,2.25,2.1,2.15,2.15,2.17,119620,2.59,67, -, -
ASTEC, EQ, 09-Apr-2019,539.1,537.5,541.75,509.6,514.45,513.45,520.12,19649,102.2,1287,13747,69.96
ASTERDM, EQ, 09-Apr-2019,154.65,154.15,155.75,152.05,152.35,152.85,153.61,15265,23.45,894,10947,71.71
ASTRAL, EQ, 09-Apr-2019,1191.8,1198.95,1201,1175.15,1200,1199.15,1194.24,17881,213.54,2379,12512,69.97
ASTRAMICRO, EQ, 09-Apr-2019,96.35,96.45,98.5,93.55,97.5,97.8,95.83,334668,320.71,1801,235507,70.37
ASTRAZEN, EQ, 09-Apr-2019,1967.85,1972.1,1976.75,1940,1962,1960.05,1958.31,6194,121.3,1135,3005,48.51
ASTRON, EQ, 09-Apr-2019,101.35,102.3,103,100.5,102.5,102.1,102.33,212597,217.54,1850,51124,24.05
ATFL, EQ, 09-Apr-2019,583.15,582.4,584.75,580,580,582.6,581.06,1995,11.59,88,1412,70.78
ATLANTA, EQ, 09-Apr-2019,18.95,19.05,20,18.5,19,19.25,18.86,22882,4.32,186,8424,36.81
ATLASCYCLE, BE, 09-Apr-2019,76.3,73.25,76.9,73.25,75,74.65,74.61,2699,2.01,69, -, -
ATNINTER, BE, 09-Apr-2019,0.1,0.1,0.1,0.05,0.05,0.05,0.06,3510,0,7, -, -
ATUL, EQ, 09-Apr-2019,3509,3484.7,3529,3481.2,3523.3,3511.15,3504.73,1530,53.62,541,720,47.06
ATULAUTO, EQ, 09-Apr-2019,337.65,340,340,335,337,336.8,336.94,6372,21.47,397,4254,66.76
AUBANK, EQ, 09-Apr-2019,582.55,587,587.45,578.15,581.85,582.85,582.27,102680,597.87,6644,55694,54.24
AURIONPRO, EQ, 09-Apr-2019,144.65,143,146.3,143,145.5,146,145.69,38924,56.71,442,27353,70.27
AUROPHARMA, EQ, 09-Apr-2019,782.1,783.9,789,771.9,784,785.95,781.01,1694712,13235.88,45784,444549,26.23
AUSOMENT, EQ, 09-Apr-2019,37.65,36,38.5,35.85,38,38,37.55,3639,1.37,38,2794,76.78
AUTOAXLES, EQ, 09-Apr-2019,1209.2,1205.6,1224.65,1205.6,1212,1217.7,1214.23,3979,48.31,520,2850,71.63
AUTOIND, EQ, 09-Apr-2019,51.1,51.1,51.1,48.9,49.85,49.7,50.13,26396,13.23,242,17578,66.59
AUTOLITIND, EQ, 09-Apr-2019,37.75,38,38.7,36.9,37.55,37.65,37.54,2868,1.08,76,1593,55.54
AVADHSUGAR, EQ, 09-Apr-2019,436.15,437.05,447.8,432.35,440,439.55,439.69,50688,222.87,2176,12392,24.45
AVANTIFEED, EQ, 09-Apr-2019,395.6,396,401.55,394,397,396.7,397,237324,942.18,7985,73337,30.9
AVG, SM, 09-Apr-2019,82.75,86,86.8,86,86.8,86.8,86.5,4800,4.15,4,4800,100
AVTNPL, EQ, 09-Apr-2019,26.2,26.2,26.55,25.65,25.7,25.85,26.05,37849,9.86,186,27419,72.44
AXISBANK, EQ, 09-Apr-2019,754.6,755,766,751,765.55,763.4,756.66,5483424,41490.89,151206,2689006,49.04
AXISCADES, EQ, 09-Apr-2019,62.2,61.6,62.5,61,61.4,61.6,61.62,20111,12.39,416,10858,53.99
AXISGOLD, EQ, 09-Apr-2019,2807.95,2824.9,2824.9,2788.1,2800,2799.75,2807.73,32,0.9,23,21,65.62
AXISNIFTY, EQ, 09-Apr-2019,1187.73,1196,1196.91,1187.91,1196.91,1196.91,1193.61,18,0.21,7,17,94.44
AYMSYNTEX, EQ, 09-Apr-2019,35.85,36,36,35,35,35,35.53,2310,0.82,29,2301,99.61
BAFNAPHARM, EQ, 09-Apr-2019,9.5,9.5,9.85,9.25,9.85,9.7,9.49,8569,0.81,108,6006,70.09
BAGFILMS, EQ, 09-Apr-2019,4.95,5,5,4.8,4.95,4.95,4.87,109256,5.32,109,95269,87.2
BAJAJ-AUTO, EQ, 09-Apr-2019,2853.35,2860,2929.85,2838,2920,2924.8,2898.5,492843,14285.03,34966,187035,37.95
BAJAJCON, EQ, 09-Apr-2019,321.3,323.75,327,317.55,318.05,320.6,322.76,287728,928.68,9294,104272,36.24
BAJAJELEC, EQ, 09-Apr-2019,532.5,533.4,543.8,528.05,542,541,534.89,178220,953.28,7671,51122,28.68
BAJAJFINSV, EQ, 09-Apr-2019,7347.25,7340,7400,7272,7371,7379.2,7324.23,159866,11708.95,19977,41104,25.71
BAJAJHIND, EQ, 09-Apr-2019,9.4,9.55,9.6,8.85,9.15,9.15,9.18,1833107,168.2,2364,752241,41.04
BAJAJHLDNG, EQ, 09-Apr-2019,3317.4,3316.95,3356,3270.9,3285,3284.45,3297.58,37279,1229.3,3495,22278,59.76
BAJFINANCE, EQ, 09-Apr-2019,3024.1,3016.55,3049.1,2979.45,3010.6,3008.7,3009.43,1733324,52163.14,77367,592390,34.18
BALAJITELE, EQ, 09-Apr-2019,80.95,81.3,81.3,80.05,80.3,80.4,80.36,29158,23.43,426,20739,71.13
BALAMINES, EQ, 09-Apr-2019,480,477.05,499,475.25,486.9,486.15,488.52,36411,177.88,2176,10852,29.8
BALAXI, BE, 09-Apr-2019,50.75,53.25,53.25,53.15,53.25,53.25,53.24,5820,3.1,52, -, -
BALKRISHNA, EQ, 09-Apr-2019,39.25,39.9,46.1,39.05,40,40.05,41.69,54262,22.62,619,14995,27.63
BALKRISIND, EQ, 09-Apr-2019,978.4,975.5,978,959.55,977,973.55,968.43,304064,2944.64,11489,51042,16.79
BALLARPUR, EQ, 09-Apr-2019,3.2,3.05,3.05,3.05,3.05,3.05,3.05,455031,13.88,215,455031,100
BALMLAWRIE, EQ, 09-Apr-2019,183.65,186,186,181,182,182.15,182.22,52452,95.58,1531,31062,59.22
BALPHARMA, EQ, 09-Apr-2019,72,72,72.15,69.5,71.95,71.75,71.32,12042,8.59,200,7419,61.61
BALRAMCHIN, EQ, 09-Apr-2019,132.75,133.45,135.25,128.65,133.95,134.35,132.16,3573537,4722.91,29200,978153,27.37
BANARBEADS, EQ, 09-Apr-2019,45.5,45.85,47,43.65,44.1,44.75,45.07,733,0.33,47,603,82.26
BANARISUG, EQ, 09-Apr-2019,1547.3,1540,1574.9,1510,1520,1525.05,1542.53,2219,34.23,289,999,45.02
BANCOINDIA, EQ, 09-Apr-2019,152.1,152.25,153.45,150,151.8,152.1,151.84,12011,18.24,420,6535,54.41
BANDHANBNK, EQ, 09-Apr-2019,547,548,559,536.1,559,552.3,549.57,957580,5262.54,20971,462093,48.26
BANG, EQ, 09-Apr-2019,38.45,38,38.95,36.9,36.9,37.3,37.61,8316,3.13,118,4823,58
BANKBARODA, EQ, 09-Apr-2019,130,130.4,132.65,127.75,132.3,132.05,130.02,22294096,28987.38,72341,3304803,14.82
BANKBEES, EQ, 09-Apr-2019,3039.57,3042.1,3078.08,3030.28,3076.5,3075.31,3051.51,102072,3114.74,710,98749,96.74
BANKINDIA, EQ, 09-Apr-2019,98.5,98.9,102.85,97.55,102,102.25,100.03,10873813,10877.61,29880,1703276,15.66
BANSWRAS, EQ, 09-Apr-2019,69.7,69,69,67.8,67.8,67.8,68.16,5,0,5,1,20
BARTRONICS, EQ, 09-Apr-2019,6.5,6.5,6.85,6.5,6.65,6.6,6.58,12769,0.84,59,10533,82.49
BASF, EQ, 09-Apr-2019,1379.25,1398,1415,1356.35,1391.75,1395.05,1395.92,9910,138.34,1626,5998,60.52
BASML, EQ, 09-Apr-2019,188.6,192.5,197.1,191,192,191.1,193.51,2359,4.57,48,803,34.04
BATAINDIA, EQ, 09-Apr-2019,1397.55,1395.6,1413.95,1383.6,1409,1399.9,1399.31,479950,6715.98,15335,167797,34.96
BAYERCROP, EQ, 09-Apr-2019,4285.1,4256.8,4348,4252,4269.9,4296.15,4287.03,4473,191.76,1718,2934,65.59
BBL, EQ, 09-Apr-2019,1089.15,1092.1,1093,1078,1082,1081.5,1081.41,4693,50.75,296,3613,76.99
BBTC, EQ, 09-Apr-2019,1285.15,1280,1289.1,1270.6,1284.95,1285.55,1279.86,26623,340.74,1787,12313,46.25
BBTCL, SM, 09-Apr-2019,47,47.5,47.5,47.5,47.5,47.5,47.5,3000,1.43,1,3000,100
BCG, BE, 09-Apr-2019,3.95,4.1,4.1,3.8,4.05,4,3.94,2513578,98.97,886, -, -
BDL, EQ, 09-Apr-2019,294.05,295.95,295.95,291,293.15,294.15,292.72,24132,70.64,1663,15622,64.74
BEARDSELL, EQ, 09-Apr-2019,15.5,15.05,15.45,15.05,15.45,15.45,15.36,726,0.11,13,506,69.7
BEDMUTHA, EQ, 09-Apr-2019,17.9,17.9,17.9,17.5,17.6,17.5,17.61,12807,2.26,44,9884,77.18
BEL, EQ, 09-Apr-2019,95,95.15,96.35,93.2,96,95.8,94.82,9076285,8605.83,30030,1933731,21.31
BEML, EQ, 09-Apr-2019,961.6,959,972.35,947.25,972,968.55,958.9,1666533,15980.34,33990,87001,5.22
BEPL, EQ, 09-Apr-2019,71.35,71.4,72.7,70.7,71.6,71.55,71.56,400745,286.77,3366,104422,26.06
BERGEPAINT, EQ, 09-Apr-2019,328.8,325.8,328.55,321.65,325.45,325.95,325.32,678643,2207.76,7337,220841,32.54
BETA, SM, 09-Apr-2019,106,108.95,108.95,106.9,108.45,108.45,107.96,4000,4.32,5,2400,60
BFINVEST, EQ, 09-Apr-2019,265.5,268,268.7,259.05,261.65,263.4,263.71,217622,573.9,4134,55739,25.61
BFUTILITIE, EQ, 09-Apr-2019,212.8,215.8,218.9,210.65,216.5,217.25,216.11,2687022,5806.9,32254,355006,13.21
BGLOBAL, BE, 09-Apr-2019,2.45,2.55,2.55,2.35,2.35,2.35,2.46,24898,0.61,20, -, -
BGRENERGY, EQ, 09-Apr-2019,61.55,62.1,63.45,61.05,61.35,61.55,61.96,136058,84.3,1565,20945,15.39
BHAGERIA, EQ, 09-Apr-2019,271.9,271.85,278.05,269.3,277,275.9,274.3,8549,23.45,291,6850,80.13
BHAGYANGR, EQ, 09-Apr-2019,32.35,32.75,32.75,30.75,31.5,30.95,31.09,6836,2.13,100,5846,85.52
