SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SANDHAR, EQ, 09-Apr-2019,259.45,256.05,273.9,252,257.5,253.75,254.41,303008,770.87,4578,278850,92.03
SANGAMIND, EQ, 09-Apr-2019,64.75,65.7,65.7,63.6,64.75,64.5,64.44,3334,2.15,71,2677,80.29
SANGHIIND, EQ, 09-Apr-2019,62.4,62.65,63.55,60.7,61.65,61.6,62.16,81461,50.64,1223,40375,49.56
SANGHVIFOR, EQ, 09-Apr-2019,25,25,25,23.55,24.6,23.55,24.09,1005,0.24,15,602,59.9
SANGHVIMOV, EQ, 09-Apr-2019,116.7,116.5,124,113.25,119.75,120.05,119.68,65711,78.64,987,38662,58.84
SANOFI, EQ, 09-Apr-2019,5864.75,5900,5915.5,5830.05,5830.05,5854.3,5873.75,5671,333.1,2248,4149,73.16
SANWARIA, EQ, 09-Apr-2019,9.25,9.25,9.45,9.1,9.2,9.2,9.25,769109,71.11,900,316093,41.1
SARDAEN, EQ, 09-Apr-2019,309.05,307.05,311.7,301.95,303.5,302.65,303.81,12133,36.86,411,7443,61.35
SAREGAMA, EQ, 09-Apr-2019,605.95,600.25,606.85,586,589.6,588.6,590.75,19281,113.9,713,15484,80.31
SARLAPOLY, EQ, 09-Apr-2019,25.95,26.55,26.55,25.5,26.05,26,26.06,12790,3.33,121,9871,77.18
SARVESHWAR, SM, 09-Apr-2019,33.05,33.5,35,33,35,34.5,33.99,8000,2.72,5,4800,60
SASKEN, EQ, 09-Apr-2019,644.8,644.8,666.95,638,653.1,653.15,647.57,17810,115.33,1361,14679,82.42
SASTASUNDR, EQ, 09-Apr-2019,117.1,117,118.5,114,118.5,118.3,117.21,3109,3.64,57,2329,74.91
SATHAISPAT, BZ, 09-Apr-2019,7.5,7.5,7.5,7.15,7.35,7.35,7.47,1939,0.14,9, -, -
SATIN, EQ, 09-Apr-2019,376.6,370.55,378.75,370.55,375,375.25,374.84,21332,79.96,363,15359,72
SBIETFQLTY, EQ, 09-Apr-2019,97.28,98,98,97.2,97.69,97.69,97.4,339,0.33,19,208,61.36
SBILIFE, EQ, 09-Apr-2019,619.8,629.5,629.5,615,621,618.2,617.66,391977,2421.08,26370,215815,55.06
SBIN, EQ, 09-Apr-2019,312.8,313.95,315.7,308.1,314.6,314.75,311.8,25556039,79683.85,183556,8048835,31.49
SBIN, N2, 09-Apr-2019,10556.25,10552,10625,10550,10625,10625,10556.67,225,23.75,20,225,100
SBIN, N5, 09-Apr-2019,10893.75,10899.9,10922,10885,10920,10904.16,10901.75,350,38.16,51,319,91.14
SBIN, N6, 09-Apr-2019,10625,10510,10610,10510,10610,10610,10560.63,56,5.91,8,0,0
SCAPDVR, BE, 09-Apr-2019,0.95,0.9,1,0.9,1,1,0.91,30692,0.28,22, -, -
SCHAEFFLER, EQ, 09-Apr-2019,5425.65,5489,5489,5400,5400,5415.55,5418.8,610,33.05,263,358,58.69
SCHAND, EQ, 09-Apr-2019,173.95,174.15,175.35,167,172,171.75,171.14,13026,22.29,668,9073,69.65
SCHNEIDER, EQ, 09-Apr-2019,104.4,105,105.4,102.6,104.1,103.7,103.39,113781,117.64,937,89644,78.79
SCI, EQ, 09-Apr-2019,35.1,35.15,36.2,35.05,35.6,35.35,35.47,701402,248.79,2225,331750,47.3
SDBL, EQ, 09-Apr-2019,162.85,163.4,163.85,160.45,161.9,161.5,161.45,11765,18.99,369,7384,62.76
SEAMECLTD, EQ, 09-Apr-2019,434.95,435.1,448.95,435.1,447.95,444.55,443.94,24258,107.69,700,16972,69.96
SECURCRED, SM, 09-Apr-2019,100,97.5,100,97.5,100,100,98.75,1200,1.19,2,0,0
SELAN, EQ, 09-Apr-2019,190.9,192.5,196.9,191.5,192.45,192.3,193.73,107134,207.55,2485,47840,44.65
SELMCL, EQ, 09-Apr-2019,1.25,1.2,1.3,1.15,1.15,1.2,1.26,45977,0.58,25,43830,95.33
SEPOWER, EQ, 09-Apr-2019,4.2,4,4.35,4,4.35,4.3,4.33,692,0.03,10,362,52.31
SEQUENT, EQ, 09-Apr-2019,71.55,71.5,73,70,71.9,72.55,71.47,410226,293.17,1985,234543,57.17
SESHAPAPER, EQ, 09-Apr-2019,947.45,967,969.95,951.25,960.8,963.5,962.15,3056,29.4,558,962,31.48
SETCO, EQ, 09-Apr-2019,32.3,32.55,33,32.25,32.9,32.65,32.49,84356,27.41,429,44982,53.32
SETF10GILT, EQ, 09-Apr-2019,172,172,172,169,172,172,169.27,55,0.09,3,49,89.09
SETFGOLD, EQ, 09-Apr-2019,2870,2888,2888,2867.15,2870.7,2872.3,2873.03,1362,39.13,165,1053,77.31
SETFNIF50, EQ, 09-Apr-2019,117.67,120,120,117.55,118.95,118.95,118.59,26096,30.95,152,25554,97.92
SETFNIFBK, EQ, 09-Apr-2019,301.78,301.04,304.76,300.15,304.66,304.51,301.19,106939,322.09,62,106358,99.46
SETFNN50, EQ, 09-Apr-2019,285.8,285.55,286,284.5,286,286,285.03,2531,7.21,46,1829,72.26
SFL, EQ, 09-Apr-2019,1359.6,1358,1362.65,1344.55,1350,1350.45,1349.7,6963,93.98,871,4653,66.82
SGBAUG24, GB, 09-Apr-2019,2990,2980,2998,2978,2982,2992.1,2995.36,229,6.86,22,217,94.76
SGBFEB24, GB, 09-Apr-2019,2964.87,2966,3097,2931.11,2980,3024.66,2937.25,105,3.08,7,102,97.14
SGBJAN26, GB, 09-Apr-2019,2865.6,2901,2935,2901,2935,2935,2918,2,0.06,2,1,50
SGBJAN27, GB, 09-Apr-2019,2910,2881,2881,2881,2881,2881,2881,2,0.06,1,2,100
SGBJUL25, GB, 09-Apr-2019,2956.05,2936.63,2946,2936.63,2946,2946,2942.35,33,0.97,4,33,100
SGBMAR24, GB, 09-Apr-2019,2964,2936,2955,2936,2953,2953,2949.9,176,5.19,6,176,100
SGBMAR25, GB, 09-Apr-2019,2955,2955,2955,2955,2955,2955,2955,3,0.09,1,3,100
SGBMAY25, GB, 09-Apr-2019,2955.01,2913,2999,2913,2969.99,2969.99,2955.67,18,0.53,7,9,50
SGBMAY26, GB, 09-Apr-2019,2950,2850,2970,2850,2970,2970,2936.88,8,0.23,5,7,87.5
SGBNOV23, GB, 09-Apr-2019,3040,3039.9,3039.9,2991.01,3000,3000,3019.42,45,1.36,5,35,77.78
SGBNOV24, GB, 09-Apr-2019,2976.05,2976.05,2998,2957.1,2985,2985,2974.52,118,3.51,13,101,85.59
SGBNOV26, GB, 09-Apr-2019,2901,2901,2901,2901,2901,2901,2901,4,0.12,1,4,100
SGBOCT25, GB, 09-Apr-2019,2910,2912,2912,2912,2912,2912,2912,2,0.06,1,2,100
SGBOCT25IV, GB, 09-Apr-2019,2950,2951,2951,2951,2951,2951,2951,3,0.09,2,3,100
SGBSEP24, GB, 09-Apr-2019,2962.15,2980,2983.96,2967,2983.96,2983.96,2977.96,61,1.82,10,60,98.36
SGL, EQ, 09-Apr-2019,6.35,6.3,6.35,6.1,6.25,6.25,6.24,923,0.06,13,723,78.33
SHAHALLOYS, EQ, 09-Apr-2019,17.3,17.3,17.5,16.8,17.35,17.35,17.04,3103,0.53,26,2650,85.4
SHAIVAL, SM, 09-Apr-2019,29.5,29.5,29.5,29.5,29.5,29.5,29.5,14400,4.25,1,14400,100
SHAKTIPUMP, EQ, 09-Apr-2019,452.15,455.1,455.5,442.1,448.5,450.3,448.7,36399,163.32,2826,15155,41.64
SHALBY, EQ, 09-Apr-2019,139.3,140.95,140.95,137.95,138,138.55,139.5,9765,13.62,266,6678,68.39
SHALPAINTS, EQ, 09-Apr-2019,81.35,81,81,77.75,78.6,79.05,79.09,127934,101.18,1220,90897,71.05
SHANKARA, EQ, 09-Apr-2019,480.8,483.9,502,480.25,487.9,488.05,492.14,162576,800.1,6814,42182,25.95
SHANTI, SM, 09-Apr-2019,32.75,34.5,34.5,33.5,33.5,33.5,34,6000,2.04,2,3000,50
SHANTIGEAR, EQ, 09-Apr-2019,131.7,132,133.75,130.1,133.75,132.25,131.45,4681,6.15,160,3011,64.32
SHARDACROP, EQ, 09-Apr-2019,383.55,389.3,391,386,386.5,386.7,388.07,4160,16.14,418,3255,78.25
SHARDAMOTR, EQ, 09-Apr-2019,1490.25,1492.25,1492.25,1481,1481,1482.85,1486.14,765,11.37,114,639,83.53
SHARIABEES, EQ, 09-Apr-2019,261.05,255,255.03,253,253,253,254.3,53,0.13,8,52,98.11
SHEMAROO, EQ, 09-Apr-2019,400.05,405.25,406.95,383,383.1,386.45,391.85,10110,39.62,628,6445,63.75
SHILPAMED, EQ, 09-Apr-2019,331.65,336.95,341.5,331.2,334,333.65,335.15,32224,108,1387,14298,44.37
SHILPI, BZ, 09-Apr-2019,1.7,1.7,1.75,1.65,1.7,1.7,1.73,10670,0.18,27, -, -
SHIRPUR-G, EQ, 09-Apr-2019,30.75,31.75,32.25,29.25,29.25,29.25,30.32,480173,145.59,1662,292077,60.83
SHIVAMAUTO, EQ, 09-Apr-2019,34.95,35.6,35.6,34.3,34.9,34.95,34.64,23323,8.08,390,11123,47.69
SHIVAMILLS, EQ, 09-Apr-2019,48.5,49.2,51.85,49.2,51.85,51.5,50.61,584,0.3,15,367,62.84
SHIVATEX, EQ, 09-Apr-2019,151.25,152.9,152.9,143.6,144.5,145.4,145.85,1689,2.46,156,1074,63.59
SHK, EQ, 09-Apr-2019,158.9,159.45,161.95,156.1,160.45,160.2,159.06,149300,237.48,3602,82384,55.18
SHOPERSTOP, EQ, 09-Apr-2019,444.3,444,446.75,430.1,441,441.3,436.61,144861,632.48,3542,112348,77.56
SHREECEM, EQ, 09-Apr-2019,18825.4,18886.95,19021.7,18508,18900,18952.85,18806.14,14921,2806.06,6255,6471,43.37
SHREEPUSHK, EQ, 09-Apr-2019,168.4,170,170,167.05,169,169.45,168.94,15260,25.78,501,10344,67.79
SHREERAMA, EQ, 09-Apr-2019,5.6,5.45,5.8,5.45,5.65,5.65,5.69,8255,0.47,57,6614,80.12
SHRENIK, SM, 09-Apr-2019,83.35,83.75,88.5,82.35,86.95,86.6,85.14,113125,96.32,133,16875,14.92
SHREYANIND, EQ, 09-Apr-2019,156,157.5,162,156.65,159,159.2,159.45,30724,48.99,709,13334,43.4
SHREYAS, EQ, 09-Apr-2019,207.75,205.55,206.45,203,203,203.6,204.32,3419,6.99,227,2415,70.63
SHRIPISTON, BE, 09-Apr-2019,998.05,1009.8,1030,997.1,1030,1030,1003.13,16,0.16,4, -, -
SHRIRAMCIT, EQ, 09-Apr-2019,1758.9,1736,1758.95,1716,1734.7,1728.05,1733.25,4109,71.22,567,2174,52.91
SHRIRAMEPC, EQ, 09-Apr-2019,8.6,8.55,8.7,8.5,8.5,8.6,8.57,22446,1.92,78,14660,65.31
SHUBHLAXMI, SM, 09-Apr-2019,94.25,91,91,91,91,91,91,4000,3.64,1,4000,100
SHYAMCENT, EQ, 09-Apr-2019,6.15,6.3,6.3,5.85,5.9,5.95,6.01,11277,0.68,60,8874,78.69
SICAGEN, EQ, 09-Apr-2019,24.2,24.2,24.25,23.25,23.5,23.55,23.56,24322,5.73,225,17981,73.93
SICAL, EQ, 09-Apr-2019,141.05,143.2,143.2,137.55,139,139.4,138.98,3166,4.4,204,2140,67.59
SIEMENS, EQ, 09-Apr-2019,1145.35,1145.1,1158,1134.2,1154,1154.05,1146.39,216836,2485.78,11424,33828,15.6
SIGIND, EQ, 09-Apr-2019,37.3,37.05,37.85,36.15,36.65,36.9,37.1,2493,0.92,67,1618,64.9
SIKKO, SM, 09-Apr-2019,31,28.4,28.4,28.4,28.4,28.4,28.4,12000,3.41,2,12000,100
SIL, BE, 09-Apr-2019,14.6,14.1,14.75,14,14,14.05,14.16,9125,1.29,32, -, -
SILGO, SM, 09-Apr-2019,36.5,36.5,36.5,36.5,36.5,36.5,36.5,33000,12.05,3,33000,100
SILINV, EQ, 09-Apr-2019,181.85,177,182,175,177.6,177.45,176.61,3956,6.99,186,2933,74.14
SILVERTUC, SM, 09-Apr-2019,132,122.05,122.05,122,122,122,122.02,6000,7.32,3,6000,100
SIMBHALS, EQ, 09-Apr-2019,11.15,11,11.65,11,11.6,11.6,11.08,20462,2.27,70,19725,96.4
SIMPLEXINF, EQ, 09-Apr-2019,171.85,172.5,173,164.05,170.1,171.35,168.53,27891,47,918,13837,49.61
SINTERCOM, SM, 09-Apr-2019,70.15,70.05,70.05,70,70,70,70.01,24000,16.8,6,20000,83.33
SINTEX, EQ, 09-Apr-2019,8.4,8.45,8.55,8.25,8.45,8.5,8.37,1283712,107.44,1750,751440,58.54
SIRCA, SM, 09-Apr-2019,230,229.9,230,220,223,222.5,226.79,17600,39.92,14,16000,90.91
SIS, EQ, 09-Apr-2019,855.4,854.15,857.95,842,855,848.6,852.77,472,4.03,121,189,40.04
SITASHREE, BE, 09-Apr-2019,0.55,0.55,0.55,0.55,0.55,0.55,0.55,190,0,1, -, -
SITINET, BE, 09-Apr-2019,5,5,5,4.75,4.75,4.75,4.76,329854,15.72,196, -, -
SIYSIL, EQ, 09-Apr-2019,453.65,462.7,462.7,421.55,427.55,429.6,429.68,15829,68.01,1068,10487,66.25
SJVN, EQ, 09-Apr-2019,24.15,24.15,24.2,24.15,24.15,24.15,24.15,864345,208.77,2301,727637,84.18
SKFINDIA, EQ, 09-Apr-2019,2060.9,2040,2074.95,2032.7,2050.3,2067.45,2061.67,10396,214.33,997,4755,45.74
SKIL, BE, 09-Apr-2019,9.7,10.15,10.15,10.15,10.15,10.15,10.15,3720,0.38,7, -, -
SKIPPER, EQ, 09-Apr-2019,65.3,65.3,66.25,65.3,65.9,65.85,65.8,15059,9.91,259,8768,58.22
SKMEGGPROD, EQ, 09-Apr-2019,50.9,50.2,51.5,50.1,51.2,50.85,50.7,11104,5.63,186,5354,48.22
SKML, SM, 09-Apr-2019,64.1,64.1,64.1,64.1,64.1,64.1,64.1,2000,1.28,1,2000,100
SKSTEXTILE, SM, 09-Apr-2019,35,34,34,34,34,34,34,1000,0.34,1,1000,100
SMARTLINK, EQ, 09-Apr-2019,89.35,89.05,89.05,87.55,87.9,88.3,88.17,1250,1.1,80,1023,81.84
SMLISUZU, EQ, 09-Apr-2019,806.05,806.1,808,782.5,787.95,785.7,793.37,10214,81.03,935,5989,58.64
SMPL, BE, 09-Apr-2019,0.45,0.45,0.5,0.45,0.5,0.5,0.5,13389,0.07,17, -, -
SMSLIFE, EQ, 09-Apr-2019,562.5,560.05,579.25,560.05,561.1,562.3,564.21,4614,26.03,355,2467,53.47
SMSPHARMA, EQ, 09-Apr-2019,63,63,63.75,62.5,63.7,63.45,63.05,21329,13.45,220,16069,75.34
SNOWMAN, EQ, 09-Apr-2019,33.9,33.8,34,33.4,33.7,33.75,33.62,108115,36.35,457,81471,75.36
SOBHA, EQ, 09-Apr-2019,499.1,500.8,512.05,491.05,494.8,496.55,503.87,479261,2414.85,19018,156200,32.59
SOFTTECH, SM, 09-Apr-2019,60.45,59,59,59,59,59,59,1600,0.94,1,1600,100
SOLARA, EQ, 09-Apr-2019,435.65,440,440,433,435,435.05,434.91,16365,71.17,974,8485,51.85
SOLARINDS, EQ, 09-Apr-2019,1057.7,1054.25,1070.5,1037.8,1040,1051.9,1059.85,3964,42.01,485,1646,41.52
SOMANYCERA, EQ, 09-Apr-2019,454.5,456,458,435,444,440.3,443.35,29910,132.61,2816,15699,52.49
SOMICONVEY, EQ, 09-Apr-2019,30.3,30.65,31.75,29.4,30.15,30.05,30.47,10724,3.27,139,4714,43.96
SONATSOFTW, EQ, 09-Apr-2019,346.7,346.05,348.35,333.3,339.9,339.55,339.96,134984,458.89,6468,86346,63.97
SONISOYA, SM, 09-Apr-2019,19.55,19.4,19.5,19.35,19.5,19.45,19.44,60000,11.66,10,30000,50
SORILINFRA, EQ, 09-Apr-2019,355.3,352,356,338.25,339,341.85,345.26,127741,441.03,2532,51056,39.97
SOTL, EQ, 09-Apr-2019,1205,1204.55,1225,1180.9,1185,1215.65,1210.44,1775,21.49,277,764,43.04
SOUTHBANK, EQ, 09-Apr-2019,17.4,17.4,17.45,16.85,17.2,17.2,17.14,24177251,4145.08,20457,5359110,22.17
SOUTHWEST, SM, 09-Apr-2019,29,30,30,30,30,30,30,3200,0.96,1,3200,100
SPAL, EQ, 09-Apr-2019,318.25,317.8,324,311.3,318.2,317.85,318.17,6279,19.98,281,4633,73.79
SPARC, EQ, 09-Apr-2019,182.8,182.5,184.4,180.6,183.55,183.65,182.73,283769,518.53,6428,74816,26.37
SPCENET, EQ, 09-Apr-2019,1.6,1.65,1.65,1.65,1.65,1.65,1.65,10709,0.18,11,10709,100
SPECIALITY, EQ, 09-Apr-2019,102.05,102.05,103.05,101.25,102.5,102.7,102.32,9576,9.8,185,5312,55.47
SPENCERS, EQ, 09-Apr-2019,160.95,160.65,161.7,158,159.15,159.4,159.55,122902,196.09,1825,79791,64.92
SPENTEX, BE, 09-Apr-2019,1.85,1.8,1.9,1.8,1.9,1.9,1.82,3058,0.06,5, -, -
SPIC, EQ, 09-Apr-2019,25.95,26,26.4,25.45,25.7,25.75,25.76,14943,3.85,116,10474,70.09
SPICEMOBI, EQ, 09-Apr-2019,8.65,8.6,8.8,8.35,8.7,8.7,8.53,1884,0.16,17,1373,72.88
SPLIL, EQ, 09-Apr-2019,48.95,49.7,50.5,46.4,48.6,48.05,48.46,25766,12.49,494,8392,32.57
SPMLINFRA, EQ, 09-Apr-2019,29.75,29.7,29.9,29.1,29.25,29.35,29.41,14791,4.35,175,7865,53.17
SPTL, EQ, 09-Apr-2019,19.3,19.3,19.45,19.15,19.2,19.2,19.26,532274,102.51,1439,332842,62.53
SPYL, BE, 09-Apr-2019,0.3,0.3,0.3,0.25,0.3,0.3,0.28,33878,0.09,15, -, -
SQSBFSI, EQ, 09-Apr-2019,507.25,507.25,510,505.5,508,507.2,506.61,15034,76.16,304,13337,88.71
SREEL, EQ, 09-Apr-2019,217.8,221.35,221.35,215,216.2,216.75,216.47,7898,17.1,381,5111,64.71
SREIBNPNCD, NF, 09-Apr-2019,974,959,959,807,956,956,902.45,270,2.44,12,150,55.56
SREIBNPNCD, NJ, 09-Apr-2019,930,930,940,930,940,939.99,938.12,154,1.44,5,154,100
SREIBNPNCD, NL, 09-Apr-2019,930,935,935,930.01,932,932,932.5,264,2.46,11,264,100
SREIBNPNCD, NO, 09-Apr-2019,982,875,875,875,875,875,875,10,0.09,2,10,100
SREIBNPNCD, NU, 09-Apr-2019,930,930,944,930,944,944,931.73,339,3.16,5,299,88.2
SREINFRA, EQ, 09-Apr-2019,28.8,28.8,29.35,28.2,29.2,29.25,28.86,881872,254.49,2290,353281,40.06
SREINFRA, NX, 09-Apr-2019,988,988,988,988,988,988,988,50,0.49,2,50,100
SREINFRA, NZ, 09-Apr-2019,961,965,990,965,990,989.7,986.81,171,1.69,6,156,91.23
SREINFRA, Y1, 09-Apr-2019,931,930,940.1,930,940,940,938.5,313,2.94,10,313,100
SREINFRA, YG, 09-Apr-2019,895,925,925,925,925,925,925,50,0.46,2,50,100
SRF, EQ, 09-Apr-2019,2478.25,2475.05,2476.65,2450.1,2461.2,2464.85,2463.62,182814,4503.85,10467,17116,9.36
SRHHYPOLTD, EQ, 09-Apr-2019,173.5,173.5,175,171.6,175,174.85,173.37,2775,4.81,140,1795,64.68
SRIPIPES, EQ, 09-Apr-2019,249.95,251.8,252,244.1,244.1,246.9,247.22,166147,410.75,946,151260,91.04
SRSLTD, BZ, 09-Apr-2019,0.25,0.3,0.3,0.25,0.3,0.25,0.28,171822,0.49,66, -, -
SRTRANSFIN, EQ, 09-Apr-2019,1241.75,1247.5,1257.7,1217.6,1220.95,1222.95,1232.83,1033760,12744.55,37914,297985,28.83
SRTRANSFIN, Y6, 09-Apr-2019,1870.1,1872.51,1875,1872.51,1875,1875,1873.76,4,0.07,2,2,50
SRTRANSFIN, Y8, 09-Apr-2019,1080,1080,1080,1080,1080,1080,1080,20,0.22,1,20,100
SRTRANSFIN, YD, 09-Apr-2019,1656,1651.2,1651.2,1651,1651.2,1651.2,1651.1,40,0.66,3,30,75
SRTRANSFIN, YG, 09-Apr-2019,1755,1719.19,1719.19,1719.19,1719.19,1719.19,1719.19,2,0.03,1,2,100
SRTRANSFIN, YH, 09-Apr-2019,978.82,990,990,984.99,984.99,984.99,987.5,2,0.02,2,1,50
SRTRANSFIN, YJ, 09-Apr-2019,1042,1042.25,1042.25,1042.25,1042.25,1042.25,1042.25,25,0.26,1,25,100
SRTRANSFIN, YM, 09-Apr-2019,1036,1050,1050,1050,1050,1050,1050,75,0.79,10,75,100
SRTRANSFIN, YN, 09-Apr-2019,1050,1050,1050,1049.99,1049.99,1049.99,1049.99,124,1.3,4,124,100
SRTRANSFIN, YQ, 09-Apr-2019,1010,1010,1010,1003.01,1003.01,1003.01,1006.51,100,1.01,2,100,100
SRTRANSFIN, YS, 09-Apr-2019,1000,1000,1000,1000,1000,1000,1000,10,0.1,1,10,100
SRTRANSFIN, YT, 09-Apr-2019,1000,1000,1000.1,1000, ,1000.1,1000.02,120,1.2,3,120,100
SRTRANSFIN, YX, 09-Apr-2019,989.5,990,995,990,991,991,993.39,451,4.48,9,451,100
SRTRANSFIN, YZ, 09-Apr-2019,975,1079,1079,975,975,975,994.14,14,0.14,3,12,85.71
SRTRANSFIN, Z1, 09-Apr-2019,1000,1011,1011,1010,1010,1010,1010.4,50,0.51,2,50,100
SSWL, EQ, 09-Apr-2019,854.2,859.7,859.7,846,856.7,855.5,853.44,2077,17.73,253,1180,56.81
STAMPEDE, BE, 09-Apr-2019,1.8,1.85,1.85,1.75,1.75,1.75,1.78,65043,1.16,51, -, -
STAN, DR, 09-Apr-2019,52.5,52.5,54,52.5,53.2,53.25,53.16,5416,2.88,57,4421,81.63
STAR, EQ, 09-Apr-2019,492,492,492.95,482.5,489.9,489.9,487.49,817192,3983.76,15513,116540,14.26
STARCEMENT, EQ, 09-Apr-2019,97.2,97.45,99.5,97.45,99,98.7,98.39,20674,20.34,242,16994,82.2
STARPAPER, EQ, 09-Apr-2019,130.6,131.9,139,131.5,133,133.65,135.73,370031,502.24,5101,99994,27.02
STCINDIA, EQ, 09-Apr-2019,136.65,136.6,137.7,133.2,135.65,135.4,135.21,112807,152.53,2640,29755,26.38
STEELCITY, SM, 09-Apr-2019,58.8,59,59,59,59,59,59,2000,1.18,1,2000,100
STEELXIND, EQ, 09-Apr-2019,17.5,17.5,17.8,16.7,17.05,17.35,17.28,23046,3.98,113,11707,50.8
STEL, EQ, 09-Apr-2019,103.6,104.05,104.05,101.5,102.7,101.95,101.82,1380,1.41,67,1081,78.33
STERTOOLS, EQ, 09-Apr-2019,291.15,295,298,287.1,293.95,293.65,292.01,3454,10.09,256,1808,52.35
STRTECH, EQ, 09-Apr-2019,215.9,215.9,215.9,188.7,207.1,207.9,202.74,10352043,20987.74,132396,3492324,33.74
SUBCAPCITY, BE, 09-Apr-2019,15.7,15.65,15.65,15.65,15.65,15.65,15.65,200,0.03,3, -, -
SUBEX, EQ, 09-Apr-2019,5.8,5.85,5.9,5.8,5.9,5.85,5.85,411494,24.06,317,265731,64.58
SUBROS, EQ, 09-Apr-2019,299.55,299.55,300,283.6,284.55,285.35,286.93,58470,167.77,1674,36943,63.18
SUDARSCHEM, EQ, 09-Apr-2019,370.75,371.9,372.25,360,363.05,363.4,364.23,36274,132.12,1252,20166,55.59
SUJANAUNI, BE, 09-Apr-2019,0.25,0.3,0.3,0.25,0.3,0.3,0.27,17031,0.05,18, -, -
SUMEETINDS, EQ, 09-Apr-2019,4.4,4.4,4.4,4.15,4.2,4.2,4.23,55962,2.37,144,35549,63.52
SUMIT, SM, 09-Apr-2019,34.5,34.95,37.35,34.95,37.35,36.95,36.69,21000,7.7,6,21000,100
SUMMITSEC, EQ, 09-Apr-2019,632.2,632.95,640,629.15,640,636.2,634.51,3068,19.47,276,2070,67.47
SUNCLAYLTD, EQ, 09-Apr-2019,2805.7,2864,2864,2715.15,2740,2756.65,2775.42,1415,39.27,584,720,50.88
SUNDARAM, EQ, 09-Apr-2019,1.75,1.8,1.8,1.7,1.7,1.7,1.73,127977,2.22,104,104353,81.54
SUNDARMFIN, EQ, 09-Apr-2019,1472.85,1494.9,1494.9,1436.25,1469.95,1457.65,1458.09,16999,247.86,2987,9832,57.84
SUNDARMHLD, EQ, 09-Apr-2019,83.95,83.85,84.8,82.2,82.8,82.7,83.23,30784,25.62,676,21379,69.45
SUNDRMBRAK, EQ, 09-Apr-2019,310.7,309.95,317.3,305.95,310.8,310.9,310.9,1790,5.57,115,992,55.42
SUNDRMFAST, EQ, 09-Apr-2019,575.7,568.4,575.7,566,566.55,568.1,569.67,22056,125.65,2396,11742,53.24
SUNFLAG, EQ, 09-Apr-2019,46.65,46.7,46.8,45.55,46,45.95,46.04,168968,77.79,717,123483,73.08
SUNILHITEC, BE, 09-Apr-2019,1.1,1.1,1.15,1.05,1.1,1.1,1.13,530962,5.98,142, -, -
SUNPHARMA, EQ, 09-Apr-2019,462.45,457.25,472.4,454.8,468.8,470.95,465.07,4345243,20208.64,78977,1003714,23.1
SUNTECK, EQ, 09-Apr-2019,485.55,489,492.5,471.4,484.25,484,483.4,123628,597.62,5228,10730,8.68
SUNTV, EQ, 09-Apr-2019,626.95,625.45,627.95,604.35,610.5,610.6,612.21,2343318,14345.98,41348,482842,20.61
SUPERHOUSE, EQ, 09-Apr-2019,123,121.55,122.1,121,122,121.3,121.71,4591,5.59,54,3934,85.69
SUPERSPIN, EQ, 09-Apr-2019,7.8,8.15,8.15,7.05,7.25,7.2,7.26,50880,3.7,138,40878,80.34
SUPPETRO, EQ, 09-Apr-2019,221.85,222.05,224,216.25,224,221.75,220.14,8700,19.15,329,6528,75.03
SUPRAJIT, EQ, 09-Apr-2019,237.35,242,242,231.3,232.8,234.55,236.17,16166,38.18,1470,10885,67.33
SUPREMEENG, SM, 09-Apr-2019,23.4,24,24.5,23,23,23.75,23.94,16000,3.83,4,8000,50
SUPREMEIND, EQ, 09-Apr-2019,1132.7,1140,1147.95,1130.8,1134,1139.35,1139.54,273420,3115.74,3685,265195,96.99
SUPREMEINF, BE, 09-Apr-2019,22.4,23.45,23.45,21.3,21.3,21.3,21.89,38586,8.45,59, -, -
SURANASOL, EQ, 09-Apr-2019,7.4,7.3,7.55,7.1,7.4,7.4,7.25,7941,0.58,43,7734,97.39
SURANAT&P, EQ, 09-Apr-2019,4.25,4.2,4.3,4.2,4.25,4.25,4.28,2149,0.09,6,2083,96.93
SURANI, SM, 09-Apr-2019,49.1,49,49,49,49,49,49,2000,0.98,1,2000,100
SUREVIN, SM, 09-Apr-2019,104,105,105,105,105,105,105,3000,3.15,1,3000,100
SURYALAXMI, EQ, 09-Apr-2019,32.25,32,32.35,31.4,32.35,32.25,31.7,3650,1.16,66,2122,58.14
SURYAROSNI, EQ, 09-Apr-2019,235.2,236.2,238.7,232,233.65,233.8,234.37,48367,113.36,1538,15983,33.05
SUTLEJTEX, EQ, 09-Apr-2019,40.55,41.6,41.6,39.2,41,40.75,40.5,8821,3.57,185,5602,63.51
SUVEN, EQ, 09-Apr-2019,268.15,269.4,273,266.35,268.35,269.1,269.74,739344,1994.29,15094,408944,55.31
SUZLON, EQ, 09-Apr-2019,6.65,6.7,6.8,6.55,6.8,6.7,6.67,30706298,2049.27,30064,6670143,21.72
SVLL, SM, 09-Apr-2019,99.9,99.95,99.95,99.95,99.95,99.95,99.95,3000,3,1,3000,100
